name_a,name_b,identity,len_a,len_b
3T94_single_001_density_input.pdb,3khsD_25.pdb,0.305,270,262
3T94_single_001_density_input.pdb,3khsD_25_reres.pdb,0.305,270,262
3T94_single_001_density_input.pdb,3khsD_30.pdb,0.31,270,262
3T94_single_001_density_input.pdb,3khsD_30_reres.pdb,0.31,270,262
3T94_single_001_density_input.pdb,3khsD_17.pdb,0.32,270,262
3T94_single_001_density_input.pdb,3khsD_17_reres.pdb,0.32,270,262
3T94_single_001_density_input.pdb,3khsD_19.pdb,0.32,270,262
3T94_single_001_density_input.pdb,3khsD_19_reres.pdb,0.32,270,262
3T94_single_001_density_input.pdb,3khsD_29.pdb,0.297,270,262
3T94_single_001_density_input.pdb,3khsD_29_reres.pdb,0.297,270,262
3T94_single_001_density_input.pdb,3khsD_8.pdb,0.281,270,262
3T94_single_001_density_input.pdb,3khsD_8_reres.pdb,0.281,270,262
3T94_single_001_density_input.pdb,3nm6B00_24.pdb,0.278,270,229
3T94_single_001_density_input.pdb,3nm6B00_24_reres.pdb,0.278,270,229
3T94_single_001_density_input.pdb,3khsD_9.pdb,0.324,270,262
3T94_single_001_density_input.pdb,3khsD_9_reres.pdb,0.324,270,262
3T94_single_001_density_input.pdb,1yqqA_10.pdb,0.258,270,273
3T94_single_001_density_input.pdb,4lnaA_10.pdb,0.292,270,256
3T94_single_001_density_input.pdb,1yqqA_19.pdb,0.253,270,273
3T94_single_001_density_input.pdb,3khsD_16.pdb,0.331,270,262
3T94_single_001_density_input.pdb,3khsD_16_reres.pdb,0.331,270,262
3T94_single_001_density_input.pdb,3khsD_12.pdb,0.289,270,262
3T94_single_001_density_input.pdb,3khsD_12_reres.pdb,0.289,270,262
3T94_single_001_density_input.pdb,3khsD_18.pdb,0.293,270,262
3T94_single_001_density_input.pdb,3khsD_18_reres.pdb,0.293,270,262
3T94_single_001_density_input.pdb,3khsD_27.pdb,0.306,270,262
3T94_single_001_density_input.pdb,3khsD_27_reres.pdb,0.306,270,262
3T94_single_001_density_input.pdb,3khsD_24.pdb,0.286,270,262
3T94_single_001_density_input.pdb,3khsD_24_reres.pdb,0.286,270,262
3T94_single_001_density_input.pdb,1yqqA_29.pdb,0.262,270,273
3T94_single_001_density_input.pdb,3khsD_20.pdb,0.302,270,262
3T94_single_001_density_input.pdb,3khsD_20_reres.pdb,0.302,270,262
3T94_single_001_density_input.pdb,3nm6B00_3.pdb,0.319,270,229
3T94_single_001_density_input.pdb,3nm6B00_3_reres.pdb,0.319,270,229
3T94_single_001_density_input.pdb,3khsD_15.pdb,0.286,270,262
3T94_single_001_density_input.pdb,3khsD_15_reres.pdb,0.286,270,262
3T94_single_001_density_input.pdb,3khsD_31.pdb,0.306,270,262
3T94_single_001_density_input.pdb,3khsD_31_reres.pdb,0.306,270,262
3T94_single_001_density_input.pdb,3nm6B00_26_reres.pdb,0.255,270,229
3T94_single_001_density_input.pdb,3nm6B00_18.pdb,0.258,270,229
3T94_single_001_density_input.pdb,3nm6B00_18_reres.pdb,0.258,270,229
3T94_single_001_density_input.pdb,3nm6B00_26.pdb,0.255,270,229
3T94_single_001_density_input.pdb,3khsD_4.pdb,0.296,270,262
3T94_single_001_density_input.pdb,3khsD_4_reres.pdb,0.296,270,262
3T94_single_001_density_input.pdb,3khsD_5.pdb,0.319,270,262
3T94_single_001_density_input.pdb,3khsD_5_reres.pdb,0.319,270,262
3T94_single_001_density_input.pdb,3khsD_10.pdb,0.261,270,262
3T94_single_001_density_input.pdb,3khsD_10_reres.pdb,0.261,270,262
3T94_single_001_density_input.pdb,3khsD_3.pdb,0.26,270,262
3T94_single_001_density_input.pdb,3khsD_3_reres.pdb,0.26,270,262
3T94_single_001_density_input.pdb,3nm6B00_22.pdb,0.27,270,229
3T94_single_001_density_input.pdb,3nm6B00_22_reres.pdb,0.27,270,229
3T94_single_001_density_input.pdb,3nm6B00_31.pdb,0.277,270,229
3T94_single_001_density_input.pdb,3nm6B00_31_reres.pdb,0.277,270,229
3T94_single_001_density_input.pdb,3nm6B00_5.pdb,0.268,270,229
3T94_single_001_density_input.pdb,3nm6B00_5_reres.pdb,0.268,270,229
3T94_single_001_density_input.pdb,3nm6B00_21.pdb,0.263,270,229
3T94_single_001_density_input.pdb,3nm6B00_21_reres.pdb,0.263,270,229
3T94_single_001_density_input.pdb,3khsD_6.pdb,0.292,270,262
3T94_single_001_density_input.pdb,3khsD_6_reres.pdb,0.292,270,262
3T94_single_001_density_input.pdb,3nm6B00_15.pdb,0.251,270,229
3T94_single_001_density_input.pdb,3nm6B00_15_reres.pdb,0.251,270,229
3T94_single_001_density_input.pdb,3khsD_21.pdb,0.269,270,262
3T94_single_001_density_input.pdb,3khsD_21_reres.pdb,0.269,270,262
8VPW_single_001_density_input.pdb,3ewnA00_3.pdb,0.421,226,228
8VPW_single_001_density_input.pdb,3ewnA00_0.pdb,0.437,226,228
8VPW_single_001_density_input.pdb,3ewnA00_7.pdb,0.433,226,228
8VPW_single_001_density_input.pdb,3ewnA00_25.pdb,0.446,226,228
8VPW_single_001_density_input.pdb,3ewnA00_22.pdb,0.443,226,228
8VPW_single_001_density_input.pdb,3ewnA00_15.pdb,0.465,226,228
8VPW_single_001_density_input.pdb,3ewnA00_24.pdb,0.416,226,228
8VPW_single_001_density_input.pdb,3ewnA00_19.pdb,0.433,226,228
8VPW_single_001_density_input.pdb,3ewnA00_4.pdb,0.443,226,228
8VPW_single_001_density_input.pdb,3ewnA00_8.pdb,0.412,226,228
8VPW_single_001_density_input.pdb,3ewnA00_5.pdb,0.443,226,228
8VPW_single_001_density_input.pdb,3ewnA00_17.pdb,0.424,226,228
8VPW_single_001_density_input.pdb,3mgkB_28.pdb,0.344,226,201
8VPW_single_001_density_input.pdb,3mgkB_28_reres.pdb,0.344,226,201
8VPW_single_001_density_input.pdb,3ewnA00_18.pdb,0.443,226,228
8VPW_single_001_density_input.pdb,3ewnA00_31.pdb,0.401,226,228
8VPW_single_001_density_input.pdb,3mgkB_29.pdb,0.35,226,201
8VPW_single_001_density_input.pdb,3mgkB_29_reres.pdb,0.35,226,201
8VPW_single_001_density_input.pdb,3ewnA00_30.pdb,0.411,226,228
8VPW_single_001_density_input.pdb,3ewnA00_6.pdb,0.421,226,228
8VPW_single_001_density_input.pdb,3ewnA00_13.pdb,0.417,226,228
8VPW_single_001_density_input.pdb,3ewnA00_21.pdb,0.407,226,228
8VPW_single_001_density_input.pdb,3ewnA00_10.pdb,0.406,226,228
8VPW_single_001_density_input.pdb,3ewnA00_28.pdb,0.408,226,228
8VPW_single_001_density_input.pdb,3mgkB_13.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_13_reres.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_7.pdb,0.344,226,201
8VPW_single_001_density_input.pdb,3mgkB_7_reres.pdb,0.344,226,201
8VPW_single_001_density_input.pdb,3ewnA00_23.pdb,0.403,226,228
8VPW_single_001_density_input.pdb,3ewnA00_1.pdb,0.417,226,228
8VPW_single_001_density_input.pdb,3ewnA00_26.pdb,0.415,226,228
8VPW_single_001_density_input.pdb,3ewnA00_27.pdb,0.409,226,228
8VPW_single_001_density_input.pdb,3mgkB_17.pdb,0.338,226,201
8VPW_single_001_density_input.pdb,3mgkB_17_reres.pdb,0.338,226,201
8VPW_single_001_density_input.pdb,3ewnA00_16.pdb,0.417,226,228
8VPW_single_001_density_input.pdb,3ewnA00_9.pdb,0.395,226,228
8VPW_single_001_density_input.pdb,3ewnA00_11.pdb,0.409,226,228
8VPW_single_001_density_input.pdb,3mgkB_15.pdb,0.338,226,201
8VPW_single_001_density_input.pdb,3mgkB_15_reres.pdb,0.338,226,201
8VPW_single_001_density_input.pdb,3mgkB_6.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_6_reres.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3ewnA00_20.pdb,0.436,226,228
8VPW_single_001_density_input.pdb,3mgkB_18.pdb,0.344,226,201
8VPW_single_001_density_input.pdb,3mgkB_18_reres.pdb,0.344,226,201
8VPW_single_001_density_input.pdb,3mgkB_14.pdb,0.338,226,201
8VPW_single_001_density_input.pdb,3mgkB_14_reres.pdb,0.338,226,201
8VPW_single_001_density_input.pdb,3mgkB_20.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_20_reres.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_2_reres.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_2.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_9.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_9_reres.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_30.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3mgkB_30_reres.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3mgkB_25.pdb,0.322,226,201
8VPW_single_001_density_input.pdb,3mgkB_25_reres.pdb,0.322,226,201
8VPW_single_001_density_input.pdb,3ewnA00_29.pdb,0.384,226,228
8VPW_single_001_density_input.pdb,3mgkB_26_reres.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3mgkB_26.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3ewnA00_12.pdb,0.408,226,228
8VPW_single_001_density_input.pdb,3mgkB_4.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_4_reres.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_5.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_5_reres.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_22.pdb,0.322,226,201
8VPW_single_001_density_input.pdb,3mgkB_22_reres.pdb,0.322,226,201
8VPW_single_001_density_input.pdb,3mgkB_0.pdb,0.349,226,201
8VPW_single_001_density_input.pdb,3mgkB_0_reres.pdb,0.349,226,201
8VPW_single_001_density_input.pdb,3mgkB_31.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_31_reres.pdb,0.333,226,201
8VPW_single_001_density_input.pdb,3mgkB_21.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3mgkB_21_reres.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3ewnA00_2.pdb,0.367,226,228
8VPW_single_001_density_input.pdb,3ewnA00_14.pdb,0.419,226,228
8VPW_single_001_density_input.pdb,3mgkB_1_reres.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_1.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_24.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_24_reres.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_23.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3mgkB_23_reres.pdb,0.316,226,201
8VPW_single_001_density_input.pdb,3mgkB_12.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_12_reres.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_11_reres.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_11.pdb,0.327,226,201
8VPW_single_001_density_input.pdb,3mgkB_27.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_27_reres.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_16.pdb,0.312,226,201
8VPW_single_001_density_input.pdb,3mgkB_16_reres.pdb,0.312,226,201
8VPW_single_001_density_input.pdb,3mgkB_8.pdb,0.305,226,201
8VPW_single_001_density_input.pdb,3mgkB_8_reres.pdb,0.305,226,201
8VPW_single_001_density_input.pdb,3mgkB_3.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_3_reres.pdb,0.311,226,201
8VPW_single_001_density_input.pdb,3mgkB_10.pdb,0.295,226,201
8VPW_single_001_density_input.pdb,3mgkB_10_reres.pdb,0.295,226,201
8VPW_single_001_density_input.pdb,3mgkB_19.pdb,0.301,226,201
8VPW_single_001_density_input.pdb,3mgkB_19_reres.pdb,0.301,226,201
8VPW_single_001_density_input.pdb,4k2hD00_21.pdb,0.343,226,186
8VPW_single_001_density_input.pdb,4k2hD00_21_reres.pdb,0.343,226,186
8VPW_single_001_density_input.pdb,4k2hD00_5.pdb,0.333,226,186
8VPW_single_001_density_input.pdb,4k2hD00_5_reres.pdb,0.333,226,186
8VPW_single_001_density_input.pdb,3cyfA00_28.pdb,0.325,226,185
8VPW_single_001_density_input.pdb,4k2hD00_15.pdb,0.375,226,186
8VPW_single_001_density_input.pdb,4k2hD00_15_reres.pdb,0.375,226,186
8VPW_single_001_density_input.pdb,4y1eA_15.pdb,0.4,226,171
8VPW_single_001_density_input.pdb,3fseA01_31.pdb,0.335,226,190
8VPW_single_001_density_input.pdb,4y1eA_25.pdb,0.373,226,171
8VPW_single_001_density_input.pdb,3cyfA00_15.pdb,0.298,226,185
8VPW_single_001_density_input.pdb,3cyfA00_20.pdb,0.35,226,185
8VPW_single_001_density_input.pdb,4k2hD00_0.pdb,0.387,226,186
8VPW_single_001_density_input.pdb,4k2hD00_0_reres.pdb,0.387,226,186
8VPW_single_001_density_input.pdb,3uk7A01_30.pdb,0.382,226,187
8VPW_single_001_density_input.pdb,3fseA01_20.pdb,0.328,226,190
8VPW_single_001_density_input.pdb,3cyfA00_31.pdb,0.368,226,185
8VPW_single_001_density_input.pdb,4k2hD00_27.pdb,0.337,226,186
8VPW_single_001_density_input.pdb,4k2hD00_27_reres.pdb,0.337,226,186
8VPW_single_001_density_input.pdb,4k2hD00_29.pdb,0.343,226,186
8VPW_single_001_density_input.pdb,4k2hD00_29_reres.pdb,0.343,226,186
8VPW_single_001_density_input.pdb,3cyfA00_30.pdb,0.308,226,185
8VPW_single_001_density_input.pdb,3uk7A01_28.pdb,0.366,226,187
8VPW_single_001_density_input.pdb,3uk7A01_5.pdb,0.423,226,187
8VPW_single_001_density_input.pdb,4k2hD00_11_reres.pdb,0.317,226,186
8VPW_single_001_density_input.pdb,4k2hD00_1_reres.pdb,0.378,226,186
8VPW_single_001_density_input.pdb,4k2hD00_1.pdb,0.378,226,186
8VPW_single_001_density_input.pdb,4k2hD00_11.pdb,0.317,226,186
8VPW_single_001_density_input.pdb,3uk7A01_14.pdb,0.346,226,187
8VPW_single_001_density_input.pdb,4y1eA_17.pdb,0.324,226,171
8VPW_single_001_density_input.pdb,4y1eA_18.pdb,0.373,226,171
8VPW_single_001_density_input.pdb,4y1eA_23.pdb,0.311,226,171
8VPW_single_001_density_input.pdb,3uk7A01_16.pdb,0.348,226,187
8VPW_single_001_density_input.pdb,3fseA01_17.pdb,0.322,226,190
8VPW_single_001_density_input.pdb,3fseA01_9.pdb,0.348,226,190
8VPW_single_001_density_input.pdb,4hcjA00_11.pdb,0.341,226,169
8VPW_single_001_density_input.pdb,4y1eA_30.pdb,0.357,226,171
8VPW_single_001_density_input.pdb,4k2hD00_23.pdb,0.382,226,186
8VPW_single_001_density_input.pdb,4k2hD00_23_reres.pdb,0.382,226,186
8VPW_single_001_density_input.pdb,4y1eA_14.pdb,0.313,226,171
8VPW_single_001_density_input.pdb,4k2hD00_14.pdb,0.319,226,186
8VPW_single_001_density_input.pdb,4k2hD00_14_reres.pdb,0.319,226,186
8VPW_single_001_density_input.pdb,4k2hD00_16.pdb,0.367,226,186
8VPW_single_001_density_input.pdb,4k2hD00_16_reres.pdb,0.367,226,186
8VPW_single_001_density_input.pdb,3fseA01_14.pdb,0.328,226,190
8VPW_single_001_density_input.pdb,3cyfA00_0.pdb,0.325,226,185
8VPW_single_001_density_input.pdb,4k2hD00_28.pdb,0.319,226,186
8VPW_single_001_density_input.pdb,4k2hD00_28_reres.pdb,0.319,226,186
8VPW_single_001_density_input.pdb,4k2hD00_8.pdb,0.329,226,186
8VPW_single_001_density_input.pdb,4k2hD00_8_reres.pdb,0.329,226,186
8VPW_single_001_density_input.pdb,3uk7A01_21.pdb,0.384,226,187
8VPW_single_001_density_input.pdb,3fseA01_2.pdb,0.357,226,190
8VPW_single_001_density_input.pdb,4hcjA00_13.pdb,0.384,226,169
8VPW_single_001_density_input.pdb,4y1eA_8.pdb,0.365,226,171
8VPW_single_001_density_input.pdb,4y1eA_0.pdb,0.311,226,171
8VPW_single_001_density_input.pdb,4k2hD00_13.pdb,0.333,226,186
8VPW_single_001_density_input.pdb,4k2hD00_13_reres.pdb,0.333,226,186
8VPW_single_001_density_input.pdb,4k2hD00_4.pdb,0.307,226,186
8VPW_single_001_density_input.pdb,4k2hD00_4_reres.pdb,0.307,226,186
8VPW_single_001_density_input.pdb,4k2hD00_7.pdb,0.375,226,186
8VPW_single_001_density_input.pdb,4k2hD00_7_reres.pdb,0.375,226,186
8VPW_single_001_density_input.pdb,4y1eA_20.pdb,0.307,226,171
8VPW_single_001_density_input.pdb,4y1eA_10.pdb,0.349,226,171
8VPW_single_001_density_input.pdb,3cyfA00_27.pdb,0.308,226,185
8VPW_single_001_density_input.pdb,4k2hD00_30.pdb,0.298,226,186
8VPW_single_001_density_input.pdb,4k2hD00_30_reres.pdb,0.298,226,186
8VPW_single_001_density_input.pdb,4y1eA_12.pdb,0.311,226,171
8VPW_single_001_density_input.pdb,4xllA00_16.pdb,0.337,226,183
8VPW_single_001_density_input.pdb,3uk7A01_1.pdb,0.368,226,187
8VPW_single_001_density_input.pdb,3cyfA00_26.pdb,0.342,226,185
8VPW_single_001_density_input.pdb,4hcjA00_20.pdb,0.361,226,169
8VPW_single_001_density_input.pdb,4k2hD00_20.pdb,0.377,226,186
8VPW_single_001_density_input.pdb,4k2hD00_20_reres.pdb,0.377,226,186
8VPW_single_001_density_input.pdb,3uk7A01_2.pdb,0.396,226,187
8VPW_single_001_density_input.pdb,3fseA01_15.pdb,0.333,226,190
8VPW_single_001_density_input.pdb,4y1eA_19.pdb,0.369,226,171
8VPW_single_001_density_input.pdb,4y1eA_2.pdb,0.333,226,171
8VPW_single_001_density_input.pdb,3cyfA00_18.pdb,0.308,226,185
8VPW_single_001_density_input.pdb,3cyfA00_5.pdb,0.34,226,185
8VPW_single_001_density_input.pdb,3uk7A01_10.pdb,0.387,226,187
8VPW_single_001_density_input.pdb,3fseA01_19.pdb,0.315,226,190
8VPW_single_001_density_input.pdb,4y1eA_24.pdb,0.305,226,171
8VPW_single_001_density_input.pdb,3fseA01_10.pdb,0.335,226,190
8VPW_single_001_density_input.pdb,3cyfA00_3.pdb,0.342,226,185
8VPW_single_001_density_input.pdb,3cyfA00_11.pdb,0.342,226,185
8VPW_single_001_density_input.pdb,3cyfA00_13.pdb,0.308,226,185
8VPW_single_001_density_input.pdb,3fseA01_29.pdb,0.328,226,190
8VPW_single_001_density_input.pdb,4hcjA00_26.pdb,0.36,226,169
8VPW_single_001_density_input.pdb,4hcjA00_10.pdb,0.333,226,169
8VPW_single_001_density_input.pdb,4y1eA_4.pdb,0.35,226,171
8VPW_single_001_density_input.pdb,4xllA00_23.pdb,0.337,226,183
8VPW_single_001_density_input.pdb,4y1eA_3.pdb,0.359,226,171
8VPW_single_001_density_input.pdb,4k2hD00_10.pdb,0.333,226,186
8VPW_single_001_density_input.pdb,4k2hD00_10_reres.pdb,0.333,226,186
8VPW_single_001_density_input.pdb,3fseA01_13.pdb,0.311,226,190
8VPW_single_001_density_input.pdb,4hcjA00_0.pdb,0.333,226,169
8VPW_single_001_density_input.pdb,4y1eA_26.pdb,0.325,226,171
8VPW_single_001_density_input.pdb,4xllA00_14.pdb,0.298,226,183
8VPW_single_001_density_input.pdb,3uk7A01_18.pdb,0.352,226,187
8VPW_single_001_density_input.pdb,3fseA01_7.pdb,0.313,226,190
8VPW_single_001_density_input.pdb,3fseA01_11.pdb,0.333,226,190
8VPW_single_001_density_input.pdb,4hcjA00_1.pdb,0.35,226,169
8VPW_single_001_density_input.pdb,4y1eA_27.pdb,0.305,226,171
8VPW_single_001_density_input.pdb,4y1eA_11.pdb,0.333,226,171
8VPW_single_001_density_input.pdb,3cyfA00_7.pdb,0.303,226,185
8VPW_single_001_density_input.pdb,3cyfA00_9.pdb,0.297,226,185
8VPW_single_001_density_input.pdb,4k2hD00_9.pdb,0.303,226,186
8VPW_single_001_density_input.pdb,4k2hD00_9_reres.pdb,0.303,226,186
8VPW_single_001_density_input.pdb,3fseA01_18.pdb,0.315,226,190
8VPW_single_001_density_input.pdb,3fseA01_5.pdb,0.32,226,190
8VPW_single_001_density_input.pdb,4xllA00_2.pdb,0.327,226,183
8VPW_single_001_density_input.pdb,3uk7A01_0.pdb,0.349,226,187
8VPW_single_001_density_input.pdb,4y1eA_6.pdb,0.325,226,171
8VPW_single_001_density_input.pdb,3cyfA00_4.pdb,0.296,226,185
8VPW_single_001_density_input.pdb,3cyfA00_16.pdb,0.308,226,185
8VPW_single_001_density_input.pdb,3cyfA00_6.pdb,0.292,226,185
8VPW_single_001_density_input.pdb,4k2hD00_2_reres.pdb,0.384,226,186
8VPW_single_001_density_input.pdb,4k2hD00_2.pdb,0.384,226,186
8VPW_single_001_density_input.pdb,3fseA01_1.pdb,0.317,226,190
8VPW_single_001_density_input.pdb,4y1eA_16.pdb,0.325,226,171
8VPW_single_001_density_input.pdb,4xllA00_26.pdb,0.35,226,183
8VPW_single_001_density_input.pdb,3cyfA00_21.pdb,0.293,226,185
8VPW_single_001_density_input.pdb,4y1eA_5.pdb,0.298,226,171
8VPW_single_001_density_input.pdb,3cyfA00_29.pdb,0.302,226,185
8VPW_single_001_density_input.pdb,3fseA01_23.pdb,0.305,226,190
8VPW_single_001_density_input.pdb,3fseA01_26.pdb,0.296,226,190
8VPW_single_001_density_input.pdb,3fseA01_16.pdb,0.309,226,190
8VPW_single_001_density_input.pdb,3bhnA00_3.pdb,0.362,226,208
8VPW_single_001_density_input.pdb,4y1eA_31.pdb,0.344,226,171
8VPW_single_001_density_input.pdb,4y1eA_9.pdb,0.317,226,171
8VPW_single_001_density_input.pdb,3cyfA00_2.pdb,0.297,226,185
8VPW_single_001_density_input.pdb,4k2hD00_6.pdb,0.276,226,186
8VPW_single_001_density_input.pdb,4k2hD00_6_reres.pdb,0.276,226,186
8VPW_single_001_density_input.pdb,3bhnA00_11.pdb,0.36,226,208
8VPW_single_001_density_input.pdb,4y1eA_1.pdb,0.33,226,171
8VPW_single_001_density_input.pdb,3uk7A01_6.pdb,0.357,226,187
8VPW_single_001_density_input.pdb,3fseA01_12.pdb,0.293,226,190
8VPW_single_001_density_input.pdb,4y1eA_29.pdb,0.345,226,171
8VPW_single_001_density_input.pdb,4xllA00_5.pdb,0.341,226,183
8VPW_single_001_density_input.pdb,4k2hD00_3.pdb,0.343,226,186
8VPW_single_001_density_input.pdb,3fseA01_30.pdb,0.328,226,190
8VPW_single_001_density_input.pdb,4y1eA_28.pdb,0.292,226,171
8VPW_single_001_density_input.pdb,4y1eA_22.pdb,0.324,226,171
8VPW_single_001_density_input.pdb,3fseA01_27.pdb,0.305,226,190
8VPW_single_001_density_input.pdb,4xllA00_22.pdb,0.284,226,183
8VPW_single_001_density_input.pdb,2vrnA00_21.pdb,0.294,226,184
8VPW_single_001_density_input.pdb,3cyfA00_12.pdb,0.321,226,185
8VPW_single_001_density_input.pdb,4y1eA_21.pdb,0.387,226,171
8VPW_single_001_density_input.pdb,4xllA00_17.pdb,0.292,226,183
8VPW_single_001_density_input.pdb,2vrnA00_6.pdb,0.273,226,184
8VPW_single_001_density_input.pdb,3cyfA00_23.pdb,0.314,226,185
8VPW_single_001_density_input.pdb,4k2hD00_31.pdb,0.328,226,186
8VPW_single_001_density_input.pdb,4k2hD00_31_reres.pdb,0.328,226,186
8VPW_single_001_density_input.pdb,3fseA01_25.pdb,0.296,226,190
8VPW_single_001_density_input.pdb,3fseA01_6.pdb,0.296,226,190
8VPW_single_001_density_input.pdb,3cyfA00_19.pdb,0.292,226,185
8VPW_single_001_density_input.pdb,3cyfA00_10.pdb,0.316,226,185
8VPW_single_001_density_input.pdb,3bhnA00_1.pdb,0.36,226,208
8VPW_single_001_density_input.pdb,4y1eA_7.pdb,0.324,226,171
8VPW_single_001_density_input.pdb,3cyfA00_1.pdb,0.314,226,185
8VPW_single_001_density_input.pdb,2vrnA00_3.pdb,0.309,226,184
8VPW_single_001_density_input.pdb,3bhnA00_16.pdb,0.366,226,208
8VPW_single_001_density_input.pdb,4xllA00_11.pdb,0.316,226,183
8VPW_single_001_density_input.pdb,2vrnA00_14.pdb,0.336,226,184
8VPW_single_001_density_input.pdb,3fseA01_22.pdb,0.373,226,190
8VPW_single_001_density_input.pdb,3bhnA00_25.pdb,0.318,226,208
8VPW_single_001_density_input.pdb,4xllA00_24.pdb,0.324,226,183
8VPW_single_001_density_input.pdb,3bhnA00_24.pdb,0.338,226,208
8VPW_single_001_density_input.pdb,4xllA00_9.pdb,0.314,226,183
8VPW_single_001_density_input.pdb,2vrnA00_11.pdb,0.298,226,184
8VPW_single_001_density_input.pdb,3bhnA00_14.pdb,0.34,226,208
8VPW_single_001_density_input.pdb,3bhnA00_17.pdb,0.294,226,208
8VPW_single_001_density_input.pdb,4xllA00_8.pdb,0.284,226,183
8VPW_single_001_density_input.pdb,3bhnA00_22.pdb,0.393,226,208
8VPW_single_001_density_input.pdb,3bhnA00_7.pdb,0.293,226,208
8VPW_single_001_density_input.pdb,3bhnA00_23.pdb,0.294,226,208
8VPW_single_001_density_input.pdb,3bhnA00_30.pdb,0.357,226,208
8VPW_single_001_density_input.pdb,3bhnA00_0.pdb,0.382,226,208
8VPW_single_001_density_input.pdb,3bhnA00_13.pdb,0.315,226,208
8VPW_single_001_density_input.pdb,3bhnA00_29.pdb,0.358,226,208
8VPW_single_001_density_input.pdb,2vrnA00_12.pdb,0.256,226,184
8VPW_single_001_density_input.pdb,3bhnA00_2.pdb,0.324,226,208
8VPW_single_001_density_input.pdb,3bhnA00_26.pdb,0.298,226,208
8VPW_single_001_density_input.pdb,3bhnA00_28.pdb,0.362,226,208
8VPW_single_001_density_input.pdb,3bhnA00_6.pdb,0.324,226,208
8VPW_single_001_density_input.pdb,3fseA01_28.pdb,0.298,226,190
8VPW_single_001_density_input.pdb,3bhnA00_20.pdb,0.333,226,208
8VPW_single_001_density_input.pdb,3bhnA00_27.pdb,0.272,226,208
8VPW_single_001_density_input.pdb,3bhnA00_21.pdb,0.379,226,208
8VPW_single_001_density_input.pdb,3bhnA00_19.pdb,0.379,226,208
8VPW_single_001_density_input.pdb,3bhnA00_5.pdb,0.266,226,208
2XLW_single_001_density_input.pdb,1cgnA00_27.pdb,0.439,124,124
2XLW_single_001_density_input.pdb,1cgnA00_15.pdb,0.435,124,124
2XLW_single_001_density_input.pdb,1cgnA00_11.pdb,0.435,124,124
2XLW_single_001_density_input.pdb,1cgnA00_12.pdb,0.414,124,124
2XLW_single_001_density_input.pdb,1cgnA00_26.pdb,0.435,124,124
2XLW_single_001_density_input.pdb,1cgnA00_18.pdb,0.406,124,124
2XLW_single_001_density_input.pdb,1cgnA00_8.pdb,0.432,124,124
2XLW_single_001_density_input.pdb,1cgnA00_16.pdb,0.422,124,124
2XLW_single_001_density_input.pdb,1cgnA00_29.pdb,0.408,124,124
2XLW_single_001_density_input.pdb,1cgnA00_13.pdb,0.422,124,124
2XLW_single_001_density_input.pdb,1cgnA00_5.pdb,0.414,124,124
2XLW_single_001_density_input.pdb,1cgnA00_23.pdb,0.414,124,124
2XLW_single_001_density_input.pdb,1cgnA00_4.pdb,0.39,124,124
2XLW_single_001_density_input.pdb,1cgnA00_3.pdb,0.406,124,124
2XLW_single_001_density_input.pdb,1cgnA00_0.pdb,0.395,124,124
2XLW_single_001_density_input.pdb,1cgnA00_10.pdb,0.365,124,124
2XLW_single_001_density_input.pdb,1cgnA00_2.pdb,0.38,124,124
